"Infront of Complainants of Bachanagudda, Infront of Complainants of Bachanagudda",10,2018
"Near Banashankari Padagatte of Bana, Near Banashankari Padagatte of Bana",2,2019
"In Banashankari temple Badami, In Banashankari temple Badami",2,2019
"CHIMMANAKATTI VILLAGE, CHIMMANAKATTI VILLAGE",8,2019
"JALIHAL CROSS, JALIHAL CROSS",8,2019
"KABBALAGERI VILAGE, KABBALAGERI VILAGE",8,2019
"CHALUKY NAGAR 3 CROSS BADAMI, CHALUKY NAGAR 3 CROSS BADAMI",10,2019
"IN FRONT OF COMPLAINAN HOUSE PATTADAKAL VILLAGE, IN FRONT OF COMPLAINAN HOUSE PATTADAKAL VILLAGE",4,2020
"In Gonal Village, In Gonal Village",5,2020
"HAGANUR, HAGANUR",6,2020
"IN DANAKASHIRUR VILLAGE, IN DANAKASHIRUR VILLAGE",1,2021
"Near Hosagoudra Lodge Badami, Near Hosagoudra Lodge Badami",1,2021
"IN FILD OF COMPLAINANT BACHINAGUDDA VILLAGE, IN FILD OF COMPLAINANT BACHINAGUDDA VILLAGE",6,2021
"IN KULAGERI VILLAGE, IN KULAGERI VILLAGE",7,2021
"NANDIKESWAR VILLLAGE IN FRONT OF ACCUSED HOUSE, NANDIKESWAR VILLLAGE IN FRONT OF ACCUSED HOUSE",10,2021
"IN COMPLAINANT  LAND  NEAR BACHANAGUDDA VILLAGE, IN COMPLAINANT  LAND  NEAR BACHANAGUDDA VILLAGE",10,2021
"DHANAKASHIRUR VILLAGE R.S. NO 103/1 FIELD, DHANAKASHIRUR VILLAGE R.S. NO 103/1 FIELD",10,2021
"KHYAD VILLAGE IN COMPLAINT LAND, KHYAD VILLAGE IN COMPLAINT LAND",10,2021
"INFRONT OF COMPLAINT HOUSE, INFRONT OF COMPLAINT HOUSE",11,2021
"BACHINAGUDDA VILLAGE IN COMPLANIT RS NO 56/2A/2, BACHINAGUDDA VILLAGE IN COMPLANIT RS NO 56/2A/2",1,2022
"BACHINAGUDDA VILLAGE IN COMPLANIT RS NO 57/10, BACHINAGUDDA VILLAGE IN COMPLANIT RS NO 57/10",1,2022
"IN FRONT OF GRAMAPANCHAYATH ADAGAL, IN FRONT OF GRAMAPANCHAYATH ADAGAL",3,2022
"IN COMPLAINANT HOUSE, IN COMPLAINANT HOUSE",3,2022
"IN COMPLAINANT HOUSE, IN COMPLAINANT HOUSE",3,2022
"IN COMPLAINANT LAND NEAR DHANUSH PETROLE PUMP, IN COMPLAINANT LAND NEAR DHANUSH PETROLE PUMP",5,2022
"ADAGAL VILLAGE GANDHI KATTE NEAR AND BADAMI RAILWA, ADAGAL VILLAGE GANDHI KATTE NEAR AND BADAMI RAILWA",1,2023
"ADAGAL VILLEAGE NEAR GANDHI CIRCLE, ADAGAL VILLEAGE NEAR GANDHI CIRCLE",1,2023
"R/O ALUR SK IN FRONT OF COMPLAINT HOUSE AND FIELD, R/O ALUR SK IN FRONT OF COMPLAINT HOUSE AND FIELD",3,2023
"IN FRONT OF COMLPIANT HOUSE BELUR VILLAGE, IN FRONT OF COMLPIANT HOUSE BELUR VILLAGE",3,2023
"KULAGERI CROSS NEAR POLICE OUT POST & HAGANUR, KULAGERI CROSS NEAR POLICE OUT POST & HAGANUR",4,2023
"NEAR KULAGERI POLICE OUT POST AND NEAR HAGANUR, NEAR KULAGERI POLICE OUT POST AND NEAR HAGANUR",4,2023
"IN KHAJI FIELD NEAR BADAMI TOWN, IN KHAJI FIELD NEAR BADAMI TOWN",7,2023
"IN FROUNT OF COMPLAINT HOUSE HAGANUR VILLAGE, IN FROUNT OF COMPLAINT HOUSE HAGANUR VILLAGE",12,2023
"Gaddanakeri villege opp Panchalingeshwar, Gaddanakeri villege opp Panchalingeshwar",1,2016
"Neelanagar Tanda Near Complaint House, Neelanagar Tanda Near Complaint House",1,2016
"Kadlimatti Village Near Ranganna Gani & Accused, Kadlimatti Village Near Ranganna Gani & Accused",2,2016
"Muchakandi villege opp complanant house, Muchakandi villege opp complanant house",2,2016
"Nakkaragundi villege complainant farm & near, Nakkaragundi villege complainant farm & near",2,2016
"Rampur Village Infront of Complanit House, Rampur Village Infront of Complanit House",3,2016
"Mastihal RC Near Ranga Mandira, Mastihal RC Near Ranga Mandira",3,2016
"Hallur villege near complainants house, Hallur villege near complainants house",4,2016
"Bennur Village, Bennur Village",4,2016
"Gulabal LT, Gulabal LT",5,2016
"Shigikeri village near in vagdevi college, Shigikeri village near in vagdevi college",8,2016
"Mugalloli Vilalge, Mugalloli Vilalge",9,2016
"Jadramakunti Village Near bus stop, Jadramakunti Village Near bus stop",10,2016
"KADLIMATTI  VILLEGE, KADLIMATTI  VILLEGE",1,2017
"Kadlimatti Village, Kadlimatti Village",1,2017
"Jadramakunti Village in Yamanappa Bingi land, Jadramakunti Village in Yamanappa Bingi land",2,2017
"Muchakhandi Vilalage in Complaint Housh, Muchakhandi Vilalage in Complaint Housh",3,2017
"In Muchakhandi villege, In Muchakhandi villege",3,2017
"TALGIHAL VILLEGE IN  NEAR COMPLAINTE HOUSE, TALGIHAL VILLEGE IN  NEAR COMPLAINTE HOUSE",5,2017
"MANKANI  VILLEGE COMPLENTE  DISPUTE  LAND, MANKANI  VILLEGE COMPLENTE  DISPUTE  LAND",5,2017
"Mankani Village, Mankani Village",5,2017
"Choudapur Village in Complainant Land, Choudapur Village in Complainant Land",5,2017
"TALAGIHAL VILLEGE IN FRONT OF COMPLAINT HOUSE, TALAGIHAL VILLEGE IN FRONT OF COMPLAINT HOUSE",6,2017
"Neelanagar LT Complainat Hotel Front of, Neelanagar LT Complainat Hotel Front of",6,2017
"Bevinamatti village complainant front of House, Bevinamatti village complainant front of House",8,2017
"Muchakhandi LT No-1 Village Near Shri Durga Devi, Muchakhandi LT No-1 Village Near Shri Durga Devi",10,2017
"Sitimani Villege Near Durgadevi Temple, Sitimani Villege Near Durgadevi Temple",1,2018
"Shirur Village in front of complaint house, Shirur Village in front of complaint house",4,2018
"Shirur Village in front of complaint House, Shirur Village in front of complaint House",4,2018
"Nayanegali Village Near Irabasappan Math, Nayanegali Village Near Irabasappan Math",5,2018
"Jadramakunti Village infront Og complainant house, Jadramakunti Village infront Og complainant house",5,2018
"Jadramkunti Village, Jadramkunti Village",5,2018
"Shirur Village, Shirur Village",5,2018
"Chikkahandaragall Village infornt Of Comp House, Chikkahandaragall Village infornt Of Comp House",5,2018
"In Bommanagi Village, In Bommanagi Village",6,2018
"Mankani Village In Land R NO 180/4, Mankani Village In Land R NO 180/4",7,2018
"Rampur Village, Rampur Village",8,2018
"Muchkhandi Lt 1 Infront Of Complainant House, Muchkhandi Lt 1 Infront Of Complainant House",10,2018
"Hallur Village, Hallur Village",10,2018
"Chaikkamygaeri Village Complainant Land, Chaikkamygaeri Village Complainant Land",10,2018
"Rampur Village In the Land Of Gangur, Rampur Village In the Land Of Gangur",1,2019
"Rampur Village In complainant Land, Rampur Village In complainant Land",1,2019
"Muchakandi LT Near Complaint House, Muchakandi LT Near Complaint House",1,2019
"Bodanayakdinni Village Infront Of Koti Tee Shop, Bodanayakdinni Village Infront Of Koti Tee Shop",5,2019
"Bennur Villege Near Dyamavva Devi Temple, Bennur Villege Near Dyamavva Devi Temple",6,2019
"Nekkaragundi village complainant Land and, Nekkaragundi village complainant Land and",11,2019
"Heremyageri village near Complainanat House, Heremyageri village near Complainanat House",1,2020
"Chikkagulabal Village RoadInfornt Of Accused Home, Chikkagulabal Village RoadInfornt Of Accused Home",1,2020
"Complainant House At HireMyageri, Complainant House At HireMyageri",1,2020
"Bevoor Villege Near  Complanant House, Bevoor Villege Near  Complanant House",2,2020
"Bevoor Village  Near Accused House, Bevoor Village  Near Accused House",2,2020
"Mugalolli Lt No 1 Near Shri Durgadevi Temple, Mugalolli Lt No 1 Near Shri Durgadevi Temple",6,2020
"Mugalolli LT Villege Infront Of Panchayati, Mugalolli LT Villege Infront Of Panchayati",6,2020
"Muchakhandi Village Informent Of Complainant Home, Muchakhandi Village Informent Of Complainant Home",7,2020
"Mudavinakoppa Village Near Karidevar Temple, Mudavinakoppa Village Near Karidevar Temple",10,2020
"Sangam Cross Near Complainant land, Sangam Cross Near Complainant land",3,2021
"Shiru Village Infront Of Accused House, Shiru Village Infront Of Accused House",6,2021
"Shirur Village Panchappanapet infront, Shirur Village Panchappanapet infront",6,2021
"Sutagundgar Village Near Agasi, Sutagundgar Village Near Agasi",6,2021
"BanniDinni Village infront Of Manappa Farm House, BanniDinni Village infront Of Manappa Farm House",8,2021
"Near firm house of Yamanappa Muranal, Near firm house of Yamanappa Muranal",8,2021
"Muchakhandi LT-2, Muchakhandi LT-2",10,2021
"On Public Road HireGulabala Village Near Accused, On Public Road HireGulabala Village Near Accused",1,2022
"Gaddanakeri Village Near Grampanchayat Public Plac, Gaddanakeri Village Near Grampanchayat Public Plac",1,2022
"Sidnal Village Complainant Land R .S.No.22/2, Sidnal Village Complainant Land R .S.No.22/2",2,2022
"Infront Of  Coplainant Home, Infront Of  Coplainant Home",3,2022
"Bodanayakadinni Infront Of Comp Home,B stand, Bodanayakadinni Infront Of Comp Home,B stand",9,2022
"Nayanegali Village In front of the Complaint house, Nayanegali Village In front of the Complaint house",9,2022
"Gaddanakeri Village infront Of Lokesh Rathod House, Gaddanakeri Village infront Of Lokesh Rathod House",10,2022
"Neelanagar  Village, Neelanagar  Village",12,2022
"NEELANAGAR L T VILLAGE IN FRANT OF SEVALAL TEMPLE, NEELANAGAR L T VILLAGE IN FRANT OF SEVALAL TEMPLE",12,2022
"CHOUDAPOOR VILLAGE DESAI MILL BEFOR, CHOUDAPOOR VILLAGE DESAI MILL BEFOR",12,2022
"Mankani Village In Land RS No163/2/1, Mankani Village In Land RS No163/2/1",2,2023
"Mankani Village in, Mankani Village in",2,2023
"Timmapur Village In complainant land Of 42/1, Timmapur Village In complainant land Of 42/1",2,2023
"SHIRUR VILLAGE BAMBOO HOTEL, SHIRUR VILLAGE BAMBOO HOTEL",4,2023
"Sutagundar Village Near Socity, Sutagundar Village Near Socity",4,2023
"In Sutagundar village Infront Of Complainat House, In Sutagundar village Infront Of Complainat House",4,2023
"Rampur Village area, Rampur Village area",5,2023
"Timmapur Village, Timmapur Village",6,2023
"Neelnagar LT village, Neelnagar LT village",9,2023
"Near Gulabal Tanda, Near Gulabal Tanda",11,2023
"Alla Amizan ITI College Bagalkot, Alla Amizan ITI College Bagalkot",4,2016
"Near Vinayak Nagar Bagalkot, Near Vinayak Nagar Bagalkot",7,2016
"Near Vinayak Nagar Bagalkot, Near Vinayak Nagar Bagalkot",7,2016
"Near Basaveshwar Circle Bagalkot, Near Basaveshwar Circle Bagalkot",2,2017
"Near Kottaleshwar Temple Bagalkot, Near Kottaleshwar Temple Bagalkot",4,2017
"Bagalkot Infront of Kerudi Hospital Gate, Bagalkot Infront of Kerudi Hospital Gate",5,2017
"Bagalkot KSRTC Complex Bustand Road, Bagalkot KSRTC Complex Bustand Road",6,2017
"Near Basaveshwar College Main Gate Bagalkot, Near Basaveshwar College Main Gate Bagalkot",3,2018
"Vegitable Market Bagalkot, Vegitable Market Bagalkot",7,2018
"Near Shirur Railway Gate Complainant House, Near Shirur Railway Gate Complainant House",5,2019
"Bagalkot Killa Galli, Bagalkot Killa Galli",10,2021
"Bagalkot Kayipalle Maraket, Bagalkot Kayipalle Maraket",5,2022
"Killa Galli, Near Bhavani Temple, Killa Galli, Near Bhavani Temple",7,2022
"Near Doddennavar Cross Bagalkot, Near Doddennavar Cross Bagalkot",9,2022
"Near Railway Gate Bagalkot, Near Railway Gate Bagalkot",10,2022
"Infront of Complainant house, Asargalli, Infront of Complainant house, Asargalli",3,2023
"Opp Vasavi Theatr Haranashikari Colony Bagalkot, Opp Vasavi Theatr Haranashikari Colony Bagalkot",4,2023
"Opp Durga Vihar Lodge Bagalkot, Opp Durga Vihar Lodge Bagalkot",5,2023
"In Maharani Bakery Near Basaveshwar Circle, In Maharani Bakery Near Basaveshwar Circle",5,2023
"Behind Mabusbani Darga Near Sunnada Batti, Behind Mabusbani Darga Near Sunnada Batti",7,2023
"Near Complainant House Oundi Galli, Near Complainant House Oundi Galli",7,2023
"Near Durgadevi Temple Haranashikari Colony, Near Durgadevi Temple Haranashikari Colony",7,2023
"Haranshikari colony, Near Accused House, Haranshikari colony, Near Accused House",10,2023
"Bagalkot Tanga Stand, Bagalkot Tanga Stand",11,2023
"BAGALKOT TOWN  NEAR OLD POST OFFICE, BAGALKOT TOWN  NEAR OLD POST OFFICE",12,2023
"BAGALKOT, BAGALKOT",1,2024
"Vithal Mandir, Vithal Mandir",1,2016
"Opp accused farm house, Opp accused farm house",4,2016
"Near Gundayyana Math, Near Gundayyana Math",5,2016
"Accused Farm R.S.No 260/1B, Accused Farm R.S.No 260/1B",6,2016
"Complainant Land, Complainant Land",6,2016
"Chimmad village, Chimmad village",8,2016
"Complainant Land R S No 167/4, Complainant Land R S No 167/4",4,2017
"Opp Complainant Form House, Opp Complainant Form House",5,2017
"Infront of Complainant house, Infront of Complainant house",5,2017
"Complainant Land R.S.No 48, Complainant Land R.S.No 48",5,2017
"Complainant Daddi Plot Near Yallamma Temple, Complainant Daddi Plot Near Yallamma Temple",6,2017
"In front of Complainant farm house, In front of Complainant farm house",6,2017
"On Road Near Accused Land, On Road Near Accused Land",7,2017
"Hosur R.S.No 79/4A Victim Land, Hosur R.S.No 79/4A Victim Land",7,2017
"Behind Dattareya Temple Infront of Comp house, Behind Dattareya Temple Infront of Comp house",9,2017
"Near Spinning Mill infront of Harun Awati Garage, Near Spinning Mill infront of Harun Awati Garage",1,2018
"Chimmad Village Near Complainat house, Chimmad Village Near Complainat house",1,2018
"Navalagi Village Near Kannappa Temple, Navalagi Village Near Kannappa Temple",1,2018
"In Fornt of Complainant house, In Fornt of Complainant house",5,2018
"Infront of Complainant Brother House, Infront of Complainant Brother House",7,2018
"Asangi Village infront of Complaint hosue, Asangi Village infront of Complaint hosue",9,2018
"Asangi Village infront of Accused hosue, Asangi Village infront of Accused hosue",9,2018
"Complainant Land Of R.S. NO: 17/1, Chimmad Village, Complainant Land Of R.S. NO: 17/1, Chimmad Village",5,2019
"Yaragatti Village Near Birashideshwar Temple, Yaragatti Village Near Birashideshwar Temple",8,2019
"Yaragatti Village Infront of Birashideshwar Temple, Yaragatti Village Infront of Birashideshwar Temple",8,2019
"Near Preedam Family Daba Gate, Banahatti, Near Preedam Family Daba Gate, Banahatti",6,2020
"Chimmad Village in Accused  Farm, Chimmad Village in Accused  Farm",8,2020
"Banahatti Town Ashok Colony near Dombalekar house, Banahatti Town Ashok Colony near Dombalekar house",10,2021
"In Chimmad Village R.S. NO 140/5/1A, In Chimmad Village R.S. NO 140/5/1A",3,2022
"Banahatti Town  Infront of Complaint house, Banahatti Town  Infront of Complaint house",4,2022
"Behind Complainant Farm House, Hosur Village, Behind Complainant Farm House, Hosur Village",4,2022
"In Complainant Land, Valmiki Area Hipparagi, In Complainant Land, Valmiki Area Hipparagi",4,2022
"In Comp House And infront of  Water Filter House, In Comp House And infront of  Water Filter House",7,2022
"Near Banahatti Court, Near Banahatti Court",8,2022
"PKPS   Kulahalli, PKPS   Kulahalli",9,2022
"At Complainent House Asangi, At Complainent House Asangi",11,2022
"Near Tahashildar Office, Public Road, Banahatti, Near Tahashildar Office, Public Road, Banahatti",12,2022
"Chimmad Village, Chimmad Village",1,2023
"Navalagi Village, Navalagi Village",2,2023
"In Comp Hotel, KHDC Colony, Banahatti, In Comp Hotel, KHDC Colony, Banahatti",2,2023
"Infront of Accused Hotel, Basavanagar Jagadal, Infront of Accused Hotel, Basavanagar Jagadal",3,2023
"In Accused Land, Navalagi Village, In Accused Land, Navalagi Village",3,2023
"Byakod Tota, Chimmad Village, Byakod Tota, Chimmad Village",6,2023
"NEAR COMPLAINENT HOUSE BASAVA NAGAR, NEAR COMPLAINENT HOUSE BASAVA NAGAR",7,2023
"INFRONT OF GONI BASAVESWAR TEMPLE AT KULHALLI, INFRONT OF GONI BASAVESWAR TEMPLE AT KULHALLI",10,2023
"IN COMPLAINANT HOUSE BANAHATTI KERE ROAD, IN COMPLAINANT HOUSE BANAHATTI KERE ROAD",1,2024
"HOSUR NEAR URDU SCHOOL, HOSUR NEAR URDU SCHOOL",1,2024
"BUDIHAL SG  VILLAGE INFRONT OF COMPLINANT VILLAGE, BUDIHAL SG  VILLAGE INFRONT OF COMPLINANT VILLAGE",2,2016
"BUDIHAL SG VILLAGE INFRONT OF COMPLAINANT HOUSE, BUDIHAL SG VILLAGE INFRONT OF COMPLAINANT HOUSE",2,2016
"KUNDARAGI VILLAGE INFRONT OF COMPLAINANT HOUSE, KUNDARAGI VILLAGE INFRONT OF COMPLAINANT HOUSE",3,2016
"TEGGI LT VILLAGE NEAR COMPLAINANT HOUSE, TEGGI LT VILLAGE NEAR COMPLAINANT HOUSE",4,2016
"IN TEGGI VILLAGE  NEAR COMPLAINANT HOUSE, IN TEGGI VILLAGE  NEAR COMPLAINANT HOUSE",4,2016
"INFRONT OF THE COMPLAINANT HOUSE, INFRONT OF THE COMPLAINANT HOUSE",6,2016
"INFRONT OF ACCUSED HOUSE AT GOVINDINNI RC, INFRONT OF ACCUSED HOUSE AT GOVINDINNI RC",9,2016
"ROLLI VILLAGE, ROLLI VILLAGE",11,2016
"INAM HANCHINAL VILLAGE, INAM HANCHINAL VILLAGE",3,2017
"KAMBAR GALLI BILAGI, KAMBAR GALLI BILAGI",4,2017
"ARAKERI ARIA IN COMPLAINANT LAND R S NO 288, ARAKERI ARIA IN COMPLAINANT LAND R S NO 288",5,2017
"CHIKKASANGAM TEMPLE NEAR MUTTALADINNI LT, CHIKKASANGAM TEMPLE NEAR MUTTALADINNI LT",5,2017
"BADAGANDI VILLAGE INFRONT OF DAYANAND PATIL HOUSE, BADAGANDI VILLAGE INFRONT OF DAYANAND PATIL HOUSE",12,2017
"IN THE LAND OF YAMANAVVA UTTUR AT KATARAKI VILLAGE, IN THE LAND OF YAMANAVVA UTTUR AT KATARAKI VILLAGE",2,2018
"IN FRONT OF ACCUSED HOUSE AT HERAKAL VILLAGE, IN FRONT OF ACCUSED HOUSE AT HERAKAL VILLAGE",3,2018
"IN COMPLAINANT HOUSE AT BILAGI SIDDESHWAR NAGAR, IN COMPLAINANT HOUSE AT BILAGI SIDDESHWAR NAGAR",3,2018
"IN TEGGI LT INFRONT OF GURUANATH LAMANI HOUSE, IN TEGGI LT INFRONT OF GURUANATH LAMANI HOUSE",6,2018
"Near Bustand at Galagali, Near Bustand at Galagali",9,2018
"Near Nagaral Canal, Near Nagaral Canal",1,2019
"In Shrishail Korishetti land at Mannikeri Village, In Shrishail Korishetti land at Mannikeri Village",4,2019
"Infront of Complainant Form House, Infront of Complainant Form House",5,2019
"Infront of Complainant form House, Infront of Complainant form House",5,2019
"Near Bisanal Village Agashi, Near Bisanal Village Agashi",6,2019
"In the land of complainant at Bavalatti Village, In the land of complainant at Bavalatti Village",7,2019
"SHIVAPUR VILLAGE NEAR COMPLAINENT PLOT, SHIVAPUR VILLAGE NEAR COMPLAINENT PLOT",11,2019
"IN DAVALESHWAR VILLAGE, IN DAVALESHWAR VILLAGE",1,2020
"IN FRONT OF COMPLAINANT HOUSE AT OLD TAKKALAKI, IN FRONT OF COMPLAINANT HOUSE AT OLD TAKKALAKI",5,2020
"IN THE ACCUSED LAND AT ROLLI VILLAGE, IN THE ACCUSED LAND AT ROLLI VILLAGE",7,2020
"COMPLAIMAMT LAND NEAR CHIKKA SANGAM, COMPLAIMAMT LAND NEAR CHIKKA SANGAM",9,2020
"IN MADDI HANAMAN TEMPLE AT GIRISAGAR VILLAGE, IN MADDI HANAMAN TEMPLE AT GIRISAGAR VILLAGE",10,2020
"GALAGALI VILLAGE IN COMPLAINANT SHOP, GALAGALI VILLAGE IN COMPLAINANT SHOP",12,2020
"INFRONT OF COMPLAINANT SHOP AT TEGGI VILLAGE, INFRONT OF COMPLAINANT SHOP AT TEGGI VILLAGE",1,2021
"Shivapur village, Near complainant's house, Shivapur village, Near complainant's house",1,2021
"IN THE COMPLAINANT LAND AT JANAMATTI VILLAGE, IN THE COMPLAINANT LAND AT JANAMATTI VILLAGE",2,2021
"IN THE LAND OF ACCUSED AT JANAMATTI VILLAGE, IN THE LAND OF ACCUSED AT JANAMATTI VILLAGE",2,2021
"IN THE RAMALINGESHVAR HIGH SCHOOL KUNDARAGI, IN THE RAMALINGESHVAR HIGH SCHOOL KUNDARAGI",3,2021
"COMPLAINANT SHOP IN YADAHALLI VILLAGE, COMPLAINANT SHOP IN YADAHALLI VILLAGE",9,2021
"IN COMLAINANT HOUSE HERAKALLA, IN COMLAINANT HOUSE HERAKALLA",12,2021
"YADAHALLI CROSS, YADAHALLI CROSS",5,2022
"Yadahalli Cross, Yadahalli Cross",5,2022
"OPPOSITE OF COMPLAINANT HOUSE IN NAGARAL VILLAGE, OPPOSITE OF COMPLAINANT HOUSE IN NAGARAL VILLAGE",5,2022
"In Badaradinni near accused house, In Badaradinni near accused house",4,2023
"Rabakavi Village Infront of Comaplaint House, Rabakavi Village Infront of Comaplaint House",7,2023
"Yalligutti Village Complainant's Farm, Yalligutti Village Complainant's Farm",7,2023
"In Kanak circle, Bilagi cross, In Kanak circle, Bilagi cross",12,2023
"NEAR DURGA DEVI KATTI KELAWADI, NEAR DURGA DEVI KATTI KELAWADI",2,2016
"NEAR MUKESHAWARI TEMPLE, NEAR MUKESHAWARI TEMPLE",3,2016
"NEAR MUKESHWARI TEMPLE GULEDAGUDD, NEAR MUKESHWARI TEMPLE GULEDAGUDD",3,2016
"NEAR YALLAPPA AMBIGERA HOUSE AT KOTNALLI, NEAR YALLAPPA AMBIGERA HOUSE AT KOTNALLI",3,2016
"NEAR COMPLAINANT HOUSE AT RAGHAPUR, NEAR COMPLAINANT HOUSE AT RAGHAPUR",4,2016
"COMPLAINANT FEILD AT CHIMMALAGI, COMPLAINANT FEILD AT CHIMMALAGI",6,2016
"COMPLAINANT FEILD R.S NO 89/1 AT CHIMMALAGI, COMPLAINANT FEILD R.S NO 89/1 AT CHIMMALAGI",6,2016
"NAER AGASI BAGILU AT KATAGINAHALLI, NAER AGASI BAGILU AT KATAGINAHALLI",6,2016
